City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,College,US,2022-08-23 07:16:02,64.8569,-147.8028,64.8,76,75,5.75
297,Mbuji-Mayi,CD,2022-08-23 07:16:03,-6.15,23.6,84.4,42,96,4.74
298,Zhigansk,RU,2022-08-23 07:16:04,66.7697,123.3711,47.23,71,98,16.8
299,Saint-Augustin,CA,2022-08-23 07:16:04,51.226,-58.6502,63.21,95,95,13.56
300,Ketchikan,US,2022-08-23 07:12:50,55.3422,-131.6461,59.47,94,20,6.91
301,Acapulco,MX,2022-08-23 07:13:45,16.8634,-99.8901,76.82,88,75,3.44
302,Taoudenni,ML,2022-08-23 07:16:05,22.6783,-3.9836,97.14,12,30,6.35
303,Goderich,CA,2022-08-23 07:15:31,43.7501,-81.7165,69.91,94,1,1.14
304,Sola,VU,2022-08-23 07:16:06,-13.8833,167.55,79.77,76,5,21.32
305,Touros,BR,2022-08-23 07:16:07,-5.1989,-35.4608,73.38,92,100,12.03
306,Flinders,AU,2022-08-23 07:16:07,-34.5833,150.8552,48.18,85,100,11.99
307,Nampula,MZ,2022-08-23 07:16:08,-15.1165,39.2666,67.95,77,75,12.66
308,Ucluelet,CA,2022-08-23 07:16:09,48.9329,-125.5528,61.09,90,6,1.01
309,Maceio,BR,2022-08-23 07:13:54,-9.6658,-35.7353,71.04,94,100,2.3
310,Magistralnyy,RU,2022-08-23 07:16:10,56.1725,107.4458,51.71,91,100,5.26
311,Aberdeen,GB,2022-08-23 07:13:28,57.1437,-2.0981,62.49,96,0,5.75
312,Cidreira,BR,2022-08-23 07:16:11,-30.1811,-50.2056,57.81,94,4,11.74
313,Sitka,US,2022-08-23 07:16:11,57.0531,-135.33,60.69,82,100,3.44
314,Manokwari,ID,2022-08-23 07:16:12,-0.8667,134.0833,83.5,68,48,11.1
315,Ryotsu,JP,2022-08-23 07:16:12,38.0833,138.4333,83.16,76,22,10.0
316,Half Moon Bay,US,2022-08-23 07:16:13,37.4636,-122.4286,66.79,89,100,13.8
317,Esperance,AU,2022-08-23 07:16:14,-33.8667,121.9,55.85,61,68,8.95
318,Colares,PT,2022-08-23 07:16:14,38.7992,-9.4469,70.32,94,100,23.0
319,Along,IN,2022-08-23 07:16:15,28.1667,94.7667,94.24,53,99,2.62
320,Dudinka,RU,2022-08-23 07:16:16,69.4058,86.1778,52.63,81,100,5.73
321,Ambasamudram,IN,2022-08-23 07:16:16,8.7,77.4667,85.5,62,93,12.03
322,Kamenka,RU,2022-08-23 07:16:17,51.3223,42.7678,82.87,16,0,16.24
323,Sobolevo,RU,2022-08-23 07:17:17,54.4299,31.8996,73.54,51,34,10.69
324,Coihaique,CL,2022-08-23 07:17:18,-45.5752,-72.0662,32.61,93,0,2.3
325,Hohhot,CN,2022-08-23 07:17:18,40.8106,111.6522,57.49,82,40,6.71
326,Hurghada,EG,2022-08-23 07:15:52,27.2574,33.8129,90.95,45,0,11.43
327,Hofn,IS,2022-08-23 07:17:19,64.2539,-15.2082,50.14,83,100,12.1
328,Coracora,PE,2022-08-23 07:17:20,-15.0333,-73.7833,41.59,37,1,3.56
329,Carnarvon,AU,2022-08-23 07:17:20,-24.8667,113.6333,81.55,30,0,11.56
330,Dikson,RU,2022-08-23 07:17:21,73.5069,80.5464,42.85,96,100,6.69
331,Saravan,AM,2022-08-23 07:17:22,39.7196,45.6483,76.19,24,7,6.6
332,Margate,GB,2022-08-23 07:17:22,51.3813,1.3862,68.31,86,36,3.0
333,Sao Joao Da Barra,BR,2022-08-23 07:17:23,-21.6403,-41.0511,64.13,83,62,6.73
334,Altamont,US,2022-08-23 07:17:23,42.2068,-121.7372,62.44,59,0,4.61
335,Chokurdakh,RU,2022-08-23 07:17:24,70.6333,147.9167,53.56,72,100,14.54
336,Samarai,PG,2022-08-23 07:17:25,-10.6167,150.6667,81.3,80,26,11.45
337,Celestun,MX,2022-08-23 07:17:25,20.8667,-90.4,78.71,87,29,9.42
338,Galle,LK,2022-08-23 07:14:54,6.0367,80.217,82.22,77,27,15.48
339,Nha Trang,VN,2022-08-23 07:16:54,12.25,109.1833,93.2,63,65,9.89
340,Leh,IN,2022-08-23 07:17:26,34.1667,77.5833,70.34,29,4,6.93
341,Severo-Yeniseyskiy,RU,2022-08-23 07:17:27,60.3725,93.0408,56.79,46,100,9.57
342,Shimoda,JP,2022-08-23 07:17:27,34.6667,138.95,88.16,81,100,9.64
343,Naze,JP,2022-08-23 07:17:28,28.3667,129.4833,86.92,74,100,10.49
344,Wasilla,US,2022-08-23 07:17:29,61.5814,-149.4394,56.79,85,100,5.75
345,San,ML,2022-08-23 07:13:15,13.3034,-4.8956,77.05,79,98,6.06
346,Banjar,ID,2022-08-23 07:17:29,-8.19,114.9675,82.9,65,77,4.05
347,Warrington,GB,2022-08-23 07:17:30,53.3925,-2.5802,64.62,96,40,5.75
348,Lazaro Cardenas,MX,2022-08-23 07:17:30,17.9583,-102.2,78.49,85,56,2.71
349,Baglan,AF,2022-08-23 07:17:31,36.1307,68.7083,86.67,13,0,7.99
350,Sumenep,ID,2022-08-23 07:17:32,-7.0167,113.8667,85.44,56,2,12.97
351,Vestmannaeyjar,IS,2022-08-23 07:17:32,63.4427,-20.2734,49.69,78,64,6.35
352,Victoria Point,AU,2022-08-23 07:17:33,-27.5833,153.3,71.08,74,90,3.0
353,Mnogovershinnyy,RU,2022-08-23 07:17:33,53.9353,139.9242,47.8,97,100,12.66
354,Moose Factory,CA,2022-08-23 07:17:34,51.2585,-80.6094,41.0,100,0,6.91
355,Brae,GB,2022-08-23 07:17:34,60.3964,-1.353,58.82,93,99,20.13
356,Balkanabat,TM,2022-08-23 07:17:35,39.5108,54.3671,86.5,10,0,13.2
357,Poum,NC,2022-08-23 07:17:36,-20.2333,164.0167,75.45,79,1,17.83
358,Det Udom,TH,2022-08-23 07:17:36,14.906,105.0784,89.42,56,75,2.48
359,Pijijiapan,MX,2022-08-23 07:17:37,15.7011,-93.23,76.62,82,31,3.31
360,Leningradskiy,RU,2022-08-23 07:17:38,69.3833,178.4167,39.16,82,0,15.1
361,Oskarshamn,SE,2022-08-23 07:17:38,57.2645,16.4484,67.98,76,100,4.88
362,Lillooet,CA,2022-08-23 07:17:39,50.6856,-121.942,68.63,72,77,3.49
363,San Cristobal,VE,2022-08-23 07:17:39,7.7669,-72.225,64.33,98,100,3.31
364,Sur,OM,2022-08-23 07:17:40,22.5667,59.5289,93.65,52,85,3.2
365,Mwingi,KE,2022-08-23 07:17:40,-0.9344,38.0601,71.62,55,73,10.71
366,Noumea,NC,2022-08-23 07:17:41,-22.2763,166.4572,75.18,81,8,11.52
367,Moberly,US,2022-08-23 07:17:41,39.4184,-92.4382,61.43,89,0,0.0
368,Evans,US,2022-08-23 07:17:42,33.5337,-82.1307,75.02,96,0,0.0
369,Pismo Beach,US,2022-08-23 07:17:43,35.1428,-120.6413,77.45,86,0,4.61
370,Sao Bento,BR,2022-08-23 07:17:43,-6.2833,-37.75,69.66,75,39,5.66
371,Lianzhou,CN,2022-08-23 07:18:44,24.7811,112.3825,98.74,44,93,0.67
372,Mount Gambier,AU,2022-08-23 07:18:44,-37.8333,140.7667,49.53,73,56,8.79
373,Mehamn,NO,2022-08-23 07:18:45,71.0357,27.8492,57.15,62,100,39.35
374,Carmen,MX,2022-08-23 07:18:45,18.6333,-91.8333,81.73,80,84,9.48
375,Saldanha,ZA,2022-08-23 07:18:46,-33.0117,17.9442,60.42,48,4,7.07
376,Pelym,RU,2022-08-23 07:18:46,61.0108,61.9978,77.58,35,99,6.71
377,Sao Marcos,BR,2022-08-23 07:18:47,-28.9711,-51.0681,49.21,98,48,3.65
378,Kahului,US,2022-08-23 07:18:48,20.8947,-156.47,77.85,84,75,8.99
379,Durango,MX,2022-08-23 07:18:27,24.8333,-104.8333,64.24,69,53,2.51
380,Tairua,NZ,2022-08-23 07:18:49,-37.0167,175.85,52.99,87,0,8.48
381,Digha,IN,2022-08-23 07:18:49,21.6833,87.55,82.42,79,100,7.63
382,Kizema,RU,2022-08-23 07:18:50,61.113,44.8302,74.61,54,99,6.62
383,Uvinza,TZ,2022-08-23 07:18:50,-5.1036,30.3911,77.9,36,45,11.79
384,Monteagudo,BO,2022-08-23 07:18:51,-19.8167,-63.9833,50.58,59,0,3.36
385,Yulara,AU,2022-08-23 07:18:52,-25.2406,130.9889,62.44,16,0,17.27
386,Yamethin,MM,2022-08-23 07:18:52,20.4333,96.15,86.79,66,75,11.95
387,Baiao,BR,2022-08-23 07:18:53,-2.7906,-49.6717,69.76,80,100,2.19
388,Traralgon,AU,2022-08-23 07:18:53,-38.1833,146.5333,48.38,70,11,7.25
389,Kirkwall,GB,2022-08-23 07:14:56,58.9848,-2.9587,59.05,94,75,11.5
390,Humaita,BR,2022-08-23 07:18:55,-7.5061,-63.0208,70.88,56,21,1.39
391,Namatanai,PG,2022-08-23 07:18:55,-3.6667,152.4333,82.29,68,10,10.38
392,Nybro,SE,2022-08-23 07:18:56,56.7446,15.9071,67.24,65,100,4.74
393,Narsaq,GL,2022-08-23 07:18:56,60.9167,-46.05,37.62,74,100,0.02
394,Namikupa,TZ,2022-08-23 07:18:57,-10.8333,39.6,78.55,51,25,11.16
395,Nongstoin,IN,2022-08-23 07:18:57,25.5167,91.2667,75.78,85,100,2.15
396,Berlevag,NO,2022-08-23 07:18:58,70.8578,29.0864,58.8,58,0,24.16
397,Tanout,NE,2022-08-23 07:18:58,14.9709,8.8879,81.66,56,100,9.26
398,Pevek,RU,2022-08-23 07:18:59,69.7008,170.3133,46.85,80,100,14.97
399,Otane,NZ,2022-08-23 07:19:00,-39.8833,176.6333,54.01,92,4,3.98
400,Vila Velha,BR,2022-08-23 07:19:01,-20.3297,-40.2925,65.95,84,0,5.01
401,Mahon,ES,2022-08-23 07:19:01,39.8885,4.2658,81.16,61,20,19.57
402,Saint-Francois,FR,2022-08-23 07:19:02,46.4154,3.9054,69.24,83,0,1.14
403,Show Low,US,2022-08-23 07:19:02,34.2542,-110.0298,66.49,84,75,8.05
404,Rosa Zarate,EC,2022-08-23 07:19:03,0.3333,-79.4667,70.95,92,100,1.7
405,Arica,CL,2022-08-23 07:19:04,-18.475,-70.3042,57.43,77,100,6.91
406,Plouzane,FR,2022-08-23 07:19:04,48.3833,-4.6167,64.72,100,100,10.36
407,Port Shepstone,ZA,2022-08-23 07:19:05,-30.7414,30.455,64.51,61,0,7.49
408,Cayenne,GF,2022-08-23 07:19:05,4.9333,-52.3333,73.44,94,100,1.14
409,Sortavala,RU,2022-08-23 07:19:06,61.7053,30.6918,62.83,89,100,2.86
410,Gigmoto,PH,2022-08-23 07:19:06,13.7796,124.39,83.82,78,100,15.66
411,Ngunguru,NZ,2022-08-23 07:19:07,-35.6167,174.5,54.37,86,0,7.74
412,Devonport,AU,2022-08-23 07:19:08,-41.1667,146.35,50.99,51,6,11.03
413,Kaeo,NZ,2022-08-23 07:19:08,-35.1,173.7833,53.33,87,6,4.68
414,Matamoros,MX,2022-08-23 07:19:09,25.5333,-103.25,79.77,51,100,14.2
415,Heihe,CN,2022-08-23 07:19:09,50.2441,127.4902,72.18,40,5,18.48
416,Parabel,RU,2022-08-23 07:19:10,58.6978,81.4825,64.53,50,61,7.38
417,Liwale,TZ,2022-08-23 07:20:10,-9.7667,37.9333,76.53,51,69,9.15
418,Palmer,US,2022-08-23 07:20:11,42.1584,-72.3287,69.96,83,100,0.0
419,Oktyabrskoye,RU,2022-08-23 07:20:12,43.0645,44.7417,73.54,57,78,4.47
420,Lincoln,US,2022-08-23 07:16:26,40.8,-96.667,68.54,80,0,5.75
421,Libreville,GA,2022-08-23 07:20:12,0.3925,9.4537,75.79,82,97,8.28
422,Fengzhen,CN,2022-08-23 07:20:13,40.4394,113.1536,63.82,48,100,5.95
423,Kavieng,PG,2022-08-23 07:20:14,-2.5744,150.7967,83.64,63,5,10.29
424,Skovorodino,RU,2022-08-23 07:20:14,53.9833,123.9167,66.49,50,99,6.17
425,Pimentel,PE,2022-08-23 07:20:15,-6.8367,-79.9342,61.34,91,82,10.16
426,Havoysund,NO,2022-08-23 07:20:16,70.9963,24.6622,53.83,82,100,50.33
427,Jinchang,CN,2022-08-23 07:20:16,38.4953,102.1739,69.33,53,36,3.18
428,Kumbo,CM,2022-08-23 07:20:17,6.2,10.6667,61.25,95,95,2.93
429,Cururupu,BR,2022-08-23 07:20:17,-1.8283,-44.8683,72.72,96,100,2.98
430,Vargashi,RU,2022-08-23 07:20:18,55.3556,65.8467,74.86,58,19,5.08
431,Vanimo,PG,2022-08-23 07:20:19,-2.6741,141.3028,83.37,75,67,9.73
432,Kita,ML,2022-08-23 07:20:19,13.0349,-9.4895,73.27,91,100,3.2
433,Bonthe,SL,2022-08-23 07:20:20,7.5264,-12.505,75.25,91,78,6.13
434,Saa,CM,2022-08-23 07:20:21,4.3667,11.45,69.44,96,100,1.74
435,Tygda,RU,2022-08-23 07:20:21,53.1167,126.3333,69.13,43,1,10.94
436,Lasa,IT,2022-08-23 07:20:22,46.6166,10.7002,62.69,47,0,6.33
437,Ulladulla,AU,2022-08-23 07:20:22,-35.35,150.4667,45.77,88,100,13.53
438,Lagoa,PT,2022-08-23 07:20:23,39.05,-27.9833,72.79,75,100,11.77
439,Belaya Gora,RU,2022-08-23 07:20:24,68.5333,146.4167,53.26,72,100,17.34
440,Masvingo,ZW,2022-08-23 07:20:24,-20.0637,30.8277,61.9,43,5,9.53
441,Kodiak,US,2022-08-23 07:20:25,57.79,-152.4072,54.91,94,75,6.91
442,Ostersund,SE,2022-08-23 07:20:25,63.1792,14.6357,58.6,71,0,8.05
443,Fernley,US,2022-08-23 07:20:26,39.608,-119.2518,72.46,13,0,5.95
444,Hay River,CA,2022-08-23 07:20:26,60.8156,-115.7999,62.58,63,75,16.11
445,Fairview,US,2022-08-23 07:16:07,40.8126,-73.999,74.43,92,100,4.61
446,Soyo,AO,2022-08-23 07:20:27,-6.1349,12.3689,71.01,87,81,9.26
447,Bandarbeyla,SO,2022-08-23 07:20:28,9.4942,50.8122,86.34,52,11,28.39
448,Klaksvik,FO,2022-08-23 07:20:28,62.2266,-6.589,52.72,99,100,13.8
449,Port Blair,IN,2022-08-23 07:20:29,11.6667,92.75,86.04,79,75,10.36
450,Broome,US,2022-08-23 07:20:30,42.2506,-75.833,66.85,91,100,3.44
451,Mayo,US,2022-08-23 07:20:30,38.8876,-76.5119,73.94,92,20,4.61
452,Nantucket,US,2022-08-23 07:20:31,41.2835,-70.0995,73.51,100,100,0.0
453,Maheshwar,IN,2022-08-23 07:20:31,22.1833,75.5833,81.79,78,100,11.05
454,Netrakona,BD,2022-08-23 07:20:32,24.8833,90.7167,91.56,62,82,6.46
455,Solnechnyy,RU,2022-08-23 07:20:33,50.7214,136.6319,51.67,97,100,12.93
456,Caravelas,BR,2022-08-23 07:20:33,-17.7125,-39.2481,69.31,84,99,8.46
457,Yumaguzino,RU,2022-08-23 07:20:34,52.9041,56.3933,82.63,37,7,6.8
458,Banda Aceh,ID,2022-08-23 07:20:34,5.5577,95.3222,86.7,62,99,12.48
459,Aktau,KZ,2022-08-23 07:20:35,43.65,51.2,88.38,28,0,8.1
460,Batemans Bay,AU,2022-08-23 07:20:35,-35.7167,150.1833,52.11,88,100,8.14
461,Hammelburg,DE,2022-08-23 07:20:36,50.1167,9.9,66.54,65,3,4.41
462,Mazatlan,MX,2022-08-23 07:18:02,23.2167,-106.4167,82.36,94,100,0.0
463,Pankrushikha,RU,2022-08-23 07:20:37,53.8319,80.3406,67.82,34,49,7.74
464,Acarau,BR,2022-08-23 07:21:38,-2.8856,-40.12,77.47,83,86,14.2
465,Stawell,AU,2022-08-23 07:21:38,-37.05,142.7667,48.38,67,8,12.48
466,Amanganj,IN,2022-08-23 07:21:39,24.4333,80.0333,86.41,65,68,11.07
467,Minab,IR,2022-08-23 07:21:39,27.1467,57.0801,106.12,16,3,4.61
468,Pyatnitskoye,RU,2022-08-23 07:21:40,50.4233,37.8273,87.26,24,0,16.22
469,Mongo,TD,2022-08-23 07:21:40,12.1844,18.693,79.02,78,94,8.41
470,Olafsvik,IS,2022-08-23 07:21:41,64.8945,-23.7142,45.57,78,48,13.35
471,Indramayu,ID,2022-08-23 07:21:41,-6.3264,108.32,85.82,62,5,16.11
472,El Salto,MX,2022-08-23 07:21:42,20.3333,-104.5,60.57,94,92,2.51
473,Tezu,IN,2022-08-23 07:21:43,27.9167,96.1667,98.29,49,52,3.58
474,Namibe,AO,2022-08-23 07:21:43,-15.1961,12.1522,63.84,83,2,5.28
475,Labuhan,ID,2022-08-23 07:21:44,-6.8844,112.2051,88.32,55,39,8.75
476,Santa Clara,CU,2022-08-23 07:21:44,22.4,-79.9667,74.86,94,3,1.14
477,Kilindoni,TZ,2022-08-23 07:21:45,-7.9139,39.6668,77.13,68,38,13.13
478,Guanare,VE,2022-08-23 07:21:45,9.0418,-69.7421,67.95,97,24,1.52
479,Marana,US,2022-08-23 07:21:46,32.4367,-111.2254,83.34,59,0,8.05
480,Gold Coast,AU,2022-08-23 07:20:33,-28.0,153.4333,70.0,81,89,19.57
481,San Patricio,US,2022-08-23 07:21:47,28.017,-97.5169,80.55,78,100,12.91
482,Sorong,ID,2022-08-23 07:21:47,-0.8833,131.25,82.31,75,100,3.29
483,Llallagua,BO,2022-08-23 07:21:48,-18.4167,-66.6333,34.7,24,2,3.42
484,Nome,US,2022-08-23 07:21:48,64.5011,-165.4064,51.87,82,0,9.22
485,Isangel,VU,2022-08-23 07:21:49,-19.55,169.2667,72.07,74,3,10.25
486,Srednekolymsk,RU,2022-08-23 07:21:50,67.45,153.6833,62.28,74,89,10.6
487,Bilibino,RU,2022-08-23 07:21:50,68.0546,166.4372,57.63,68,100,1.86
488,Kawalu,ID,2022-08-23 07:21:51,-7.3817,108.2082,79.18,74,96,6.76
489,Khartoum,SD,2022-08-23 07:21:51,15.5518,32.5324,90.01,51,88,7.92
490,Beruwala,LK,2022-08-23 07:21:52,6.4788,79.9828,82.15,78,32,11.97
491,Port Keats,AU,2022-08-23 07:21:53,-14.25,129.55,93.61,18,0,7.94
492,Mareeba,AU,2022-08-23 07:21:53,-17.0,145.4333,76.44,64,6,7.96
493,Sao Gabriel,BR,2022-08-23 07:21:54,-30.3364,-54.32,46.8,94,8,7.49
494,Komsomolskiy,UZ,2022-08-23 07:21:54,40.4272,71.7189,83.12,24,1,4.61
495,Marolambo,MG,2022-08-23 07:21:55,-20.05,48.1167,72.73,48,5,3.67
496,Bunia,CD,2022-08-23 07:21:55,1.5667,30.25,72.9,63,10,5.7
497,Kamina,CD,2022-08-23 07:21:56,-8.7386,24.9906,76.62,32,28,9.75
498,Lebu,CL,2022-08-23 07:21:56,-37.6167,-73.65,49.96,91,99,0.98
499,Udachnyy,RU,2022-08-23 07:21:57,66.4167,112.4,46.45,75,100,8.3
500,Kalmunai,LK,2022-08-23 07:21:57,7.4167,81.8167,92.84,46,93,6.15
501,Pontes E Lacerda,BR,2022-08-23 07:21:58,-15.2261,-59.3353,68.68,59,0,3.24
502,Inongo,CD,2022-08-23 07:21:59,-1.95,18.2667,69.55,82,59,3.06
503,Morales,CO,2022-08-23 07:21:59,2.757,-76.6172,56.1,84,100,2.1
504,Baldeogarh,IN,2022-08-23 07:22:00,24.755,79.0681,83.7,72,13,14.92
505,Holme,DK,2022-08-23 07:22:00,56.1138,10.1725,68.18,81,96,11.56
506,Mogadishu,SO,2022-08-23 07:22:01,2.0371,45.3438,80.47,74,75,14.97
507,Pallasovka,RU,2022-08-23 07:22:01,50.05,46.8833,84.33,16,0,17.4
508,Biak,ID,2022-08-23 07:22:02,-0.9131,122.8766,79.54,77,100,8.37
509,Kitimat,CA,2022-08-23 07:22:03,54.0524,-128.6534,68.38,34,91,1.01
510,Nizhniy Kuranakh,RU,2022-08-23 07:22:03,58.8353,125.4869,52.77,92,100,6.69
511,San Andres,CO,2022-08-23 07:22:04,12.5847,-81.7006,78.82,89,75,0.0
512,Wichita Falls,US,2022-08-23 07:23:04,33.9137,-98.4934,73.53,94,0,5.75
513,Pochutla,MX,2022-08-23 07:23:05,15.7432,-96.4661,76.82,87,68,4.32
514,Sibolga,ID,2022-08-23 07:23:05,1.7427,98.7792,78.49,85,100,2.15
515,Nchelenge,ZM,2022-08-23 07:23:06,-9.3451,28.734,73.81,48,29,6.89
516,Lishan,CN,2022-08-23 07:23:06,31.8576,113.2951,84.25,69,86,16.93
517,Riyadh,SA,2022-08-23 07:23:07,24.6877,46.7219,102.34,14,73,6.2
518,Giyon,ET,2022-08-23 07:23:08,8.5333,37.9833,64.51,80,100,2.8
519,Diffa,NE,2022-08-23 07:23:08,13.3154,12.6113,77.88,78,100,9.75
520,Vinh,VN,2022-08-23 07:23:09,18.6667,105.6667,91.53,63,100,6.33
521,Kavaratti,IN,2022-08-23 07:23:09,10.5669,72.642,80.92,81,100,18.75
522,Havre-Saint-Pierre,CA,2022-08-23 07:23:10,50.2334,-63.5986,62.96,100,100,0.0
523,Bara,NG,2022-08-23 07:22:13,10.3744,10.7288,74.98,88,86,13.82
524,Najran,SA,2022-08-23 07:23:11,17.4924,44.1277,95.65,19,5,10.71
525,Puerto Ayacucho,VE,2022-08-23 07:23:11,5.6639,-67.6236,70.86,93,99,3.69
526,Chalchihuites,MX,2022-08-23 07:23:12,23.4833,-103.8833,63.81,75,100,1.7
527,Kisesa,TZ,2022-08-23 07:23:13,-3.0833,34.15,72.82,40,20,14.03
528,Alindao,CF,2022-08-23 07:23:13,5.0267,21.2088,69.76,98,100,3.13
529,Flin Flon,CA,2022-08-23 07:23:14,54.7682,-101.865,56.25,77,32,4.9
530,Aksarka,RU,2022-08-23 07:23:14,66.5606,67.7975,75.63,37,96,13.02
531,Korhogo,CI,2022-08-23 07:23:15,9.45,-5.6333,70.02,95,100,6.71
532,Oshnaviyeh,IR,2022-08-23 07:23:15,37.0397,45.0983,80.08,27,21,8.46
533,Rudbar,AF,2022-08-23 07:23:16,30.15,62.6,86.32,10,0,12.24
534,Garner,US,2022-08-23 07:23:16,35.7113,-78.6142,72.28,90,0,1.01
535,Colac,AU,2022-08-23 07:23:17,-38.3333,143.5833,49.17,67,21,10.2
536,Avera,US,2022-08-23 07:23:18,33.194,-82.5271,72.91,89,97,4.27
537,Hami,CN,2022-08-23 07:23:19,42.8,93.45,81.95,17,20,5.37
538,Rudnogorsk,RU,2022-08-23 07:23:19,57.2639,103.7519,48.79,81,100,10.33
539,Plettenberg Bay,ZA,2022-08-23 07:23:20,-34.0527,23.3716,61.97,54,94,4.25
540,Mildura,AU,2022-08-23 07:23:20,-34.2,142.15,55.08,55,43,18.68
541,Cairns,AU,2022-08-23 07:23:21,-16.9167,145.7667,80.55,57,19,3.44
542,Quatre Cocos,MU,2022-08-23 07:23:21,-20.2078,57.7625,77.11,63,3,15.97
543,Bayshore Gardens,US,2022-08-23 07:23:22,27.4253,-82.5904,80.98,73,75,0.0
544,Junin,AR,2022-08-23 07:23:22,-34.5838,-60.9433,43.47,84,0,8.21
545,Rivadavia,AR,2022-08-23 07:23:23,-33.1905,-68.4608,48.24,39,0,2.04
546,Laguna,US,2022-08-23 07:19:52,38.421,-121.4238,77.02,70,0,3.44
547,Jati,PK,2022-08-23 07:23:24,24.3539,68.2671,81.95,79,100,14.81
548,Grindavik,IS,2022-08-23 07:23:25,63.8424,-22.4338,46.87,93,0,9.22
549,Helmsdale,GB,2022-08-23 07:23:25,58.1168,-3.6517,60.75,91,17,3.02
550,Bowen,AU,2022-08-23 07:19:22,-20.0167,148.2333,71.31,71,0,9.35
551,Qaqortoq,GL,2022-08-23 07:23:26,60.7167,-46.0333,41.77,83,100,3.13
552,Ocampo,MX,2022-08-23 07:23:27,21.65,-101.5,56.79,81,2,4.25
553,Zhangye,CN,2022-08-23 07:23:27,38.9342,100.4517,73.38,49,77,2.62
554,Hun,LY,2022-08-23 07:23:28,29.1268,15.9477,82.15,44,0,6.04
555,Wadi Musa,JO,2022-08-23 07:23:28,30.3222,35.4793,74.88,38,0,13.87
556,Duldurga,RU,2022-08-23 07:23:29,50.6761,113.5931,70.45,29,90,6.06
557,Cruzeiro Do Sul,BR,2022-08-23 07:23:30,-29.5128,-51.9853,55.08,94,2,1.88
558,Daru,PG,2022-08-23 07:23:30,-9.0763,143.2092,77.41,91,100,17.56
559,Sun Valley,US,2022-08-23 07:24:31,39.5963,-119.776,70.48,28,0,5.99
560,Khovu-Aksy,RU,2022-08-23 07:24:31,51.1333,93.6,60.84,40,100,10.07
561,Guaymas,MX,2022-08-23 07:24:32,27.9333,-110.9,79.45,66,29,4.76
562,Svetlaya,RU,2022-08-23 07:24:33,46.5389,138.3297,63.75,66,100,13.76
563,Ahipara,NZ,2022-08-23 07:24:33,-35.1667,173.1667,55.26,87,19,9.06
564,Luena,AO,2022-08-23 07:24:34,-11.7833,19.9167,70.68,29,4,9.64
565,Koutiala,ML,2022-08-23 07:24:34,12.3917,-5.4642,75.54,88,100,5.01
566,Kattivakkam,IN,2022-08-23 07:24:35,13.2167,80.3167,95.09,66,100,4.12
567,Narasannapeta,IN,2022-08-23 07:24:35,18.4167,84.05,91.62,55,100,1.16
568,Vung Tau,VN,2022-08-23 07:24:36,10.346,107.0843,85.05,73,100,10.13
569,Kieta,PG,2022-08-23 07:24:36,-6.2167,155.6333,80.46,82,17,4.18
570,Chapais,CA,2022-08-23 07:20:11,49.7834,-74.8492,56.98,96,80,5.14
571,Never,FR,2022-08-23 07:24:37,46.9896,3.159,71.31,78,0,0.0
572,Cabo San Lucas,MX,2022-08-23 07:24:38,22.8909,-109.9124,83.61,75,100,5.01
573,Cooma,AU,2022-08-23 07:24:39,-36.2333,149.1333,36.7,88,100,10.0
574,Olga,RU,2022-08-23 07:24:39,43.7444,135.2892,76.24,43,18,12.48
575,Changde,CN,2022-08-23 07:24:40,29.0464,111.6783,99.81,43,100,8.9
576,Erenhot,CN,2022-08-23 07:24:40,43.6475,111.9767,71.96,20,100,3.36
577,Rio Grande,BR,2022-08-23 07:20:19,-32.035,-52.0986,49.95,93,0,6.51
578,Teya,RU,2022-08-23 07:24:41,60.3778,92.6267,60.64,45,100,9.26
579,Oktyabrskiy,RU,2022-08-23 07:24:42,54.4815,53.471,81.61,38,0,7.05
580,Algiers,DZ,2022-08-23 07:24:43,36.7525,3.042,75.02,50,0,2.3
581,Lixourion,GR,2022-08-23 07:24:43,38.2019,20.4314,78.8,73,20,9.22
582,Karaman,TR,2022-08-23 07:24:44,37.0833,33.25,80.6,36,1,4.83
583,Alofi,NU,2022-08-23 07:24:45,-19.0595,-169.9187,69.69,94,1,1.14
584,San Pedro,PH,2022-08-23 07:24:45,14.35,121.0167,77.36,94,100,10.36
585,Hongjiang,CN,2022-08-23 07:24:46,27.11,109.9956,101.64,38,100,0.65
586,Peniche,PT,2022-08-23 07:24:46,39.3558,-9.3811,66.29,92,28,12.12
587,Hailar,CN,2022-08-23 07:24:47,49.2,119.7,73.83,27,7,11.16
588,Derzhavinsk,KZ,2022-08-23 07:24:47,51.1,66.3167,69.03,40,19,12.08
589,Champerico,GT,2022-08-23 07:24:48,14.3,-91.9167,79.32,82,96,3.91
590,Lakselv,NO,2022-08-23 07:24:48,70.0513,24.9718,57.02,54,40,16.11
591,Batesville,US,2022-08-23 07:21:04,35.7698,-91.641,70.21,93,0,3.44
